fromNode	toNode	weight	direction	fromAltName	toAltName
ADAP2	SCIMP	0.0230301649804409	undirected	ADAP2	SCIMP
ADAP2	XXYLT1	0.01231323368708	undirected	ADAP2	XXYLT1
ADAP2	CARD9	0.0102881391537269	undirected	ADAP2	CARD9
ADAP2	CD33	0.0270229394298026	undirected	ADAP2	CD33
ADAP2	AGAP3	0.0123337087871061	undirected	ADAP2	AGAP3
ADAP2	CRTAP	0.0159341514259833	undirected	ADAP2	CRTAP
ADAP2	CYFIP1	0.0231194732139603	undirected	ADAP2	CYFIP1
ADAP2	DHRS4L2	0.0128491824588658	undirected	ADAP2	DHRS4L2
ADAP2	DPYSL2	0.0115793221313759	undirected	ADAP2	DPYSL2
ADAP2	NIBAN2	0.0249168642569736	undirected	ADAP2	NIBAN2
ADAP2	FUCA1	0.0260327677322977	undirected	ADAP2	FUCA1
ADAP2	GPR162	0.0128994382346832	undirected	ADAP2	GPR162
ADAP2	KYNU	0.0234127739053716	undirected	ADAP2	KYNU
ADAP2	MTMR11	0.0128254876736964	undirected	ADAP2	MTMR11
ADAP2	NAGPA	0.0172514361733005	undirected	ADAP2	NAGPA
ADAP2	OAF	0.0137175318441945	undirected	ADAP2	OAF
ADAP2	P2RX4	0.0205389313083303	undirected	ADAP2	P2RX4
ADAP2	PEA15	0.0167113862024404	undirected	ADAP2	PEA15
ADAP2	RAB34	0.0116486340671176	undirected	ADAP2	RAB34
ADAP2	SELENON	0.0115655496370933	undirected	ADAP2	SELENON
ADAP2	SH3TC1	0.0169194535173019	undirected	ADAP2	SH3TC1
ADAP2	SLC2A6	0.013820019165666	undirected	ADAP2	SLC2A6
ADAP2	SLC27A1	0.0128748842605484	undirected	ADAP2	SLC27A1
ADAP2	SLC7A7	0.0107682150516455	undirected	ADAP2	SLC7A7
ADAP2	TGFBI	0.0114241306230977	undirected	ADAP2	TGFBI
ADAP2	TMEM109	0.0103728747126375	undirected	ADAP2	TMEM109
ADAP2	TNS3	0.0153295339871167	undirected	ADAP2	TNS3
ALDH2	SLC7A7	0.01307420687361	undirected	ALDH2	SLC7A7
ANXA2	ASGR1	0.0431301377201684	undirected	ANXA2	ASGR1
ANXA2	SCIMP	0.0196258402760166	undirected	ANXA2	SCIMP
ANXA2	CARD9	0.0250528182560421	undirected	ANXA2	CARD9
ANXA2	CD33	0.0235098164287573	undirected	ANXA2	CD33
ANXA2	CD86	0.0265265967653769	undirected	ANXA2	CD86
ANXA2	CCR2	0.0209503024652696	undirected	ANXA2	CCR2
ANXA2	ADA2	0.0269537948869419	undirected	ANXA2	ADA2
ANXA2	AGAP3	0.0144730984550099	undirected	ANXA2	AGAP3
ANXA2	CPVL	0.0267214844701404	undirected	ANXA2	CPVL
ANXA2	CST3	0.0201115378115569	undirected	ANXA2	CST3
ANXA2	CRTAP	0.0158379537080487	undirected	ANXA2	CRTAP
ANXA2	CSF1R	0.027155880518867	undirected	ANXA2	CSF1R
ANXA2	CYFIP1	0.0265812797070893	undirected	ANXA2	CYFIP1
ANXA2	DBNDD2	0.030731091710544	undirected	ANXA2	DBNDD2
ANXA2	CTSH	0.0112194804575571	undirected	ANXA2	CTSH
ANXA2	DHRS4L2	0.0116191383646208	undirected	ANXA2	DHRS4L2
ANXA2	DPYSL2	0.0306906446507762	undirected	ANXA2	DPYSL2
ANXA2	NIBAN2	0.0269783386551807	undirected	ANXA2	NIBAN2
ANXA2	FBP1	0.0117120820096998	undirected	ANXA2	FBP1
ANXA2	FUCA1	0.0105165540370542	undirected	ANXA2	FUCA1
ANXA2	GPBAR1	0.0143465962057129	undirected	ANXA2	GPBAR1
ANXA2	GPR162	0.0105105635360386	undirected	ANXA2	GPR162
ANXA2	KYNU	0.0152377607631178	undirected	ANXA2	KYNU
ANXA2	SLC37A2	0.0183080537467659	undirected	ANXA2	SLC37A2
ANXA2	NRROS	0.0252504292672494	undirected	ANXA2	NRROS
ANXA2	LY86	0.0215655951755075	undirected	ANXA2	LY86
ANXA2	MTMR11	0.0142676708943423	undirected	ANXA2	MTMR11
ANXA2	NAGA	0.0103806757014005	undirected	ANXA2	NAGA
ANXA2	NAGPA	0.0246216989320666	undirected	ANXA2	NAGPA
ANXA2	NAAA	0.013809305859901	undirected	ANXA2	NAAA
ANXA2	OAF	0.0317704003940132	undirected	ANXA2	OAF
ANXA2	P2RX7	0.0116942336719017	undirected	ANXA2	P2RX7
ANXA2	P2RX4	0.0122913394310626	undirected	ANXA2	P2RX4
ANXA2	PEPD	0.0223554527547672	undirected	ANXA2	PEPD
ANXA2	PEA15	0.0136445975518178	undirected	ANXA2	PEA15
ANXA2	PLOD3	0.0150377911189828	undirected	ANXA2	PLOD3
ANXA2	PLXNB2	0.0288887523719559	undirected	ANXA2	PLXNB2
ANXA2	RRAS	0.0109974472269045	undirected	ANXA2	RRAS
ANXA2	S100A10	0.0332462294157484	undirected	ANXA2	S100A10
ANXA2	SH3TC1	0.0142497682504608	undirected	ANXA2	SH3TC1
ANXA2	SLC27A1	0.0147200335738338	undirected	ANXA2	SLC27A1
ANXA2	SLC7A7	0.0109806975159246	undirected	ANXA2	SLC7A7
ANXA2	SNX30	0.0126649378532413	undirected	ANXA2	SNX30
ANXA2	TGFBI	0.0269174381701378	undirected	ANXA2	TGFBI
ANXA2	TMEM109	0.0115182857449754	undirected	ANXA2	TMEM109
ANXA2	TNS3	0.0149259853398252	undirected	ANXA2	TNS3
ASGR2	ASGR1	0.0110387372270815	undirected	ASGR2	ASGR1
ASGR2	NIBAN2	0.0110828619741765	undirected	ASGR2	NIBAN2
ASGR2	MGST2	0.0127193169065571	undirected	ASGR2	MGST2
ASGR2	STAB1	0.0159571500905114	undirected	ASGR2	STAB1
ASGR1	SCIMP	0.0265315181190807	undirected	ASGR1	SCIMP
ASGR1	CARD9	0.0435765806956554	undirected	ASGR1	CARD9
ASGR1	CAMK1	0.0171376588486468	undirected	ASGR1	CAMK1
ASGR1	CD33	0.040282855572751	undirected	ASGR1	CD33
ASGR1	CD86	0.0469664729354447	undirected	ASGR1	CD86
ASGR1	CD4	0.0132652456578066	undirected	ASGR1	CD4
ASGR1	CCR2	0.0345202542825814	undirected	ASGR1	CCR2
ASGR1	ADA2	0.0415714338710467	undirected	ASGR1	ADA2
ASGR1	AGAP3	0.0133516946593003	undirected	ASGR1	AGAP3
ASGR1	CPVL	0.0601556899177668	undirected	ASGR1	CPVL
ASGR1	CST3	0.0364879939325307	undirected	ASGR1	CST3
ASGR1	CRTAP	0.0233813209259261	undirected	ASGR1	CRTAP
ASGR1	CSF1R	0.057431779716345	undirected	ASGR1	CSF1R
ASGR1	CYFIP1	0.0273219723997717	undirected	ASGR1	CYFIP1
ASGR1	DBNDD2	0.0313672961908818	undirected	ASGR1	DBNDD2
ASGR1	CTSH	0.0114781500597222	undirected	ASGR1	CTSH
ASGR1	DHRS4L2	0.0108415338190064	undirected	ASGR1	DHRS4L2
ASGR1	DOK2	0.0178158213407084	undirected	ASGR1	DOK2
ASGR1	DPYSL2	0.0448707788998605	undirected	ASGR1	DPYSL2
ASGR1	NIBAN2	0.0333915108080212	undirected	ASGR1	NIBAN2
ASGR1	FBP1	0.0134135910245919	undirected	ASGR1	FBP1
ASGR1	FUCA1	0.0124723177455908	undirected	ASGR1	FUCA1
ASGR1	GPBAR1	0.0324758997147233	undirected	ASGR1	GPBAR1
ASGR1	GPR162	0.016088088332642	undirected	ASGR1	GPR162
ASGR1	HLA-DRB4	0.0101815385443723	undirected	ASGR1	HLA-DRB4
ASGR1	IRF8	0.0102788913018393	undirected	ASGR1	IRF8
ASGR1	KLF11	0.0103967627923906	undirected	ASGR1	KLF11
ASGR1	KYNU	0.0222425630243278	undirected	ASGR1	KYNU
ASGR1	LIPA	0.0133259408198754	undirected	ASGR1	LIPA
ASGR1	SLC37A2	0.0279877356162676	undirected	ASGR1	SLC37A2
ASGR1	NRROS	0.0258393372651554	undirected	ASGR1	NRROS
ASGR1	LY86	0.0399860808129835	undirected	ASGR1	LY86
ASGR1	MS4A14	0.0113861399672276	undirected	ASGR1	MS4A14
ASGR1	MTMR11	0.022375699678265	undirected	ASGR1	MTMR11
ASGR1	NAGPA	0.0206748427317066	undirected	ASGR1	NAGPA
ASGR1	NAAA	0.0157918207695699	undirected	ASGR1	NAAA
ASGR1	OAF	0.0233146804329234	undirected	ASGR1	OAF
ASGR1	P2RX7	0.0170398568432837	undirected	ASGR1	P2RX7
ASGR1	P2RX4	0.0114723638478587	undirected	ASGR1	P2RX4
ASGR1	PEPD	0.0238489178146561	undirected	ASGR1	PEPD
ASGR1	PEA15	0.0154928036867623	undirected	ASGR1	PEA15
ASGR1	PLOD3	0.0150050528063153	undirected	ASGR1	PLOD3
ASGR1	PLXNB2	0.0605688753158082	undirected	ASGR1	PLXNB2
ASGR1	PLEKHO1	0.0114516004539046	undirected	ASGR1	PLEKHO1
ASGR1	RAB34	0.0123606599484798	undirected	ASGR1	RAB34
ASGR1	RGS12	0.0145314894985608	undirected	ASGR1	RGS12
ASGR1	RRAS	0.0151162955654338	undirected	ASGR1	RRAS
ASGR1	S100A10	0.0155501777902583	undirected	ASGR1	S100A10
ASGR1	SH3TC1	0.0184549768615765	undirected	ASGR1	SH3TC1
ASGR1	SLC27A1	0.0180021207519751	undirected	ASGR1	SLC27A1
ASGR1	SLC46A2	0.0226663192427137	undirected	ASGR1	SLC46A2
ASGR1	SLC7A7	0.0290336078615136	undirected	ASGR1	SLC7A7
ASGR1	SNX30	0.0217401789162009	undirected	ASGR1	SNX30
ASGR1	TGFBI	0.0577517698369757	undirected	ASGR1	TGFBI
ASGR1	TNS3	0.0178577935877016	undirected	ASGR1	TNS3
ASGR1	TTYH3	0.0114690151130782	undirected	ASGR1	TTYH3
ASGR1	VCAN	0.0281402309292911	undirected	ASGR1	VCAN
ASGR1	ZNF385A	0.0229596090839557	undirected	ASGR1	ZNF385A
SCIMP	CARD9	0.0227857028117296	undirected	SCIMP	CARD9
SCIMP	CD33	0.0413415706227863	undirected	SCIMP	CD33
SCIMP	CD86	0.027813225591247	undirected	SCIMP	CD86
SCIMP	CD4	0.0109668710364115	undirected	SCIMP	CD4
SCIMP	CCR2	0.0142448962418687	undirected	SCIMP	CCR2
SCIMP	ADA2	0.0218638121204041	undirected	SCIMP	ADA2
SCIMP	AGAP3	0.0148342656922089	undirected	SCIMP	AGAP3
SCIMP	CPVL	0.022775556221669	undirected	SCIMP	CPVL
SCIMP	CST3	0.0171631340026297	undirected	SCIMP	CST3
SCIMP	CRTAP	0.0229228709708978	undirected	SCIMP	CRTAP
SCIMP	CSF1R	0.0262721045446284	undirected	SCIMP	CSF1R
SCIMP	CYFIP1	0.0228543144379574	undirected	SCIMP	CYFIP1
SCIMP	DBNDD2	0.0133495473799252	undirected	SCIMP	DBNDD2
SCIMP	DHRS4L2	0.011666176883378	undirected	SCIMP	DHRS4L2
SCIMP	DPYSL2	0.0248349513076588	undirected	SCIMP	DPYSL2
SCIMP	NIBAN2	0.021762253702672	undirected	SCIMP	NIBAN2
SCIMP	FUCA1	0.0179431523568409	undirected	SCIMP	FUCA1
SCIMP	GPBAR1	0.0172504550816195	undirected	SCIMP	GPBAR1
SCIMP	GPR162	0.0115598458307992	undirected	SCIMP	GPR162
SCIMP	HLA-DRA	0.0110832704028671	undirected	SCIMP	HLA-DRA
SCIMP	HLA-DRB3	0.0112922666803869	undirected	SCIMP	HLA-DRB3
SCIMP	HLA-DRB4	0.010865946768966	undirected	SCIMP	HLA-DRB4
SCIMP	HLA-DMB	0.0121585469373254	undirected	SCIMP	HLA-DMB
SCIMP	HLA-DMA	0.0103600790091361	undirected	SCIMP	HLA-DMA
SCIMP	KLF11	0.0101888621732832	undirected	SCIMP	KLF11
SCIMP	KYNU	0.0205348238341215	undirected	SCIMP	KYNU
SCIMP	SLC37A2	0.014516067011772	undirected	SCIMP	SLC37A2
SCIMP	NRROS	0.0113363949973089	undirected	SCIMP	NRROS
SCIMP	LY86	0.0220267242358913	undirected	SCIMP	LY86
SCIMP	MPEG1	0.0122893045826749	undirected	SCIMP	MPEG1
SCIMP	MTMR11	0.0179859304719136	undirected	SCIMP	MTMR11
SCIMP	NAGPA	0.020818706952163	undirected	SCIMP	NAGPA
SCIMP	OAF	0.0226520887907297	undirected	SCIMP	OAF
SCIMP	P2RX4	0.0125580828607625	undirected	SCIMP	P2RX4
SCIMP	PEPD	0.0140809719096348	undirected	SCIMP	PEPD
SCIMP	PEA15	0.0212011091370339	undirected	SCIMP	PEA15
SCIMP	PLXNB2	0.0260181800736559	undirected	SCIMP	PLXNB2
SCIMP	PLEKHO1	0.0123430796349139	undirected	SCIMP	PLEKHO1
SCIMP	RGS12	0.014616174928329	undirected	SCIMP	RGS12
SCIMP	SH3TC1	0.0146780616418515	undirected	SCIMP	SH3TC1
SCIMP	SLC2A6	0.0178912904264772	undirected	SCIMP	SLC2A6
SCIMP	SLC27A1	0.0118669912356289	undirected	SCIMP	SLC27A1
SCIMP	SLC46A2	0.0143547660991347	undirected	SCIMP	SLC46A2
SCIMP	SLC7A7	0.0137537621621929	undirected	SCIMP	SLC7A7
SCIMP	SNX30	0.0169120575153774	undirected	SCIMP	SNX30
SCIMP	TGFBI	0.0255268240512581	undirected	SCIMP	TGFBI
SCIMP	TMEM109	0.0116171939657815	undirected	SCIMP	TMEM109
SCIMP	TNS3	0.0140480407250938	undirected	SCIMP	TNS3
EFCAB11	COQ10A	0.0423032359056961	undirected	EFCAB11	COQ10A
EFCAB11	FCN1	0.0219417252408296	undirected	EFCAB11	FCN1
C2CD2	NAGPA	0.0109410250683525	undirected	C2CD2	NAGPA
C2CD2	PARP3	0.0102124525612878	undirected	C2CD2	PARP3
C2CD2	PEA15	0.011090912230307	undirected	C2CD2	PEA15
C2CD2	TMEM109	0.0128362479576789	undirected	C2CD2	TMEM109
NREP	CYFIP1	0.0110166670423879	undirected	NREP	CYFIP1
NREP	RASSF4	0.0123468847552467	undirected	NREP	RASSF4
NREP	SLITRK4	0.0123930715728238	undirected	NREP	SLITRK4
NREP	TNS3	0.0131181155861984	undirected	NREP	TNS3
XXYLT1	AGAP3	0.0104767832550181	undirected	XXYLT1	AGAP3
XXYLT1	CRTAP	0.0105261748154553	undirected	XXYLT1	CRTAP
XXYLT1	CYFIP1	0.0195386632445633	undirected	XXYLT1	CYFIP1
XXYLT1	DHRS4L2	0.0143807086211875	undirected	XXYLT1	DHRS4L2
XXYLT1	NIBAN2	0.0126313990550622	undirected	XXYLT1	NIBAN2
XXYLT1	FZD2	0.0119287760040294	undirected	XXYLT1	FZD2
XXYLT1	FUCA1	0.0113708305034494	undirected	XXYLT1	FUCA1
XXYLT1	GPR162	0.0126404359273719	undirected	XXYLT1	GPR162
XXYLT1	KLF11	0.0145058873158901	undirected	XXYLT1	KLF11
XXYLT1	KYNU	0.0136389332104749	undirected	XXYLT1	KYNU
XXYLT1	MTMR11	0.0115813694123735	undirected	XXYLT1	MTMR11
XXYLT1	NAGA	0.01055437189748	undirected	XXYLT1	NAGA
XXYLT1	NAGPA	0.0121153533072715	undirected	XXYLT1	NAGPA
XXYLT1	OAF	0.0101493154918217	undirected	XXYLT1	OAF
XXYLT1	P2RX4	0.0117463030447683	undirected	XXYLT1	P2RX4
XXYLT1	PEA15	0.0132808014648921	undirected	XXYLT1	PEA15
XXYLT1	RASSF4	0.0183590764429043	undirected	XXYLT1	RASSF4
XXYLT1	SH3TC1	0.0144193013646846	undirected	XXYLT1	SH3TC1
XXYLT1	SLC27A1	0.0178831458165429	undirected	XXYLT1	SLC27A1
XXYLT1	TNS3	0.0189774826746743	undirected	XXYLT1	TNS3
XXYLT1	TSPAN4	0.0134496664854166	undirected	XXYLT1	TSPAN4
CACNA2D4	RASSF4	0.0106469607909943	undirected	CACNA2D4	RASSF4
CARD9	CAMK1	0.0199646101917272	undirected	CARD9	CAMK1
CARD9	CD33	0.0302788012637691	undirected	CARD9	CD33
CARD9	CD86	0.0553212670815527	undirected	CARD9	CD86
CARD9	CD4	0.0212058669557842	undirected	CARD9	CD4
CARD9	CCR2	0.017175875505907	undirected	CARD9	CCR2
CARD9	ADA2	0.0449019130924844	undirected	CARD9	ADA2
CARD9	AGAP3	0.0180253978217599	undirected	CARD9	AGAP3
CARD9	CPVL	0.0372721934789243	undirected	CARD9	CPVL
CARD9	CST3	0.0328237534201302	undirected	CARD9	CST3
CARD9	CRTAP	0.0236378798617321	undirected	CARD9	CRTAP
CARD9	CSF1R	0.0654031632780798	undirected	CARD9	CSF1R
CARD9	CYFIP1	0.0216660709448278	undirected	CARD9	CYFIP1
CARD9	DBNDD2	0.0241310810268222	undirected	CARD9	DBNDD2
CARD9	DHRS4L2	0.0109122500388451	undirected	CARD9	DHRS4L2
CARD9	DOK2	0.0186134422815299	undirected	CARD9	DOK2
CARD9	DPYSL2	0.0416367290408078	undirected	CARD9	DPYSL2
CARD9	NIBAN2	0.0195211546643928	undirected	CARD9	NIBAN2
CARD9	FGD2	0.010984861696699	undirected	CARD9	FGD2
CARD9	GPBAR1	0.041758517821249	undirected	CARD9	GPBAR1
CARD9	GPR162	0.0148730908524261	undirected	CARD9	GPR162
CARD9	HLA-DRA	0.0134198628969721	undirected	CARD9	HLA-DRA
CARD9	HLA-DRB4	0.0177438766948899	undirected	CARD9	HLA-DRB4
CARD9	HLA-DMB	0.0168512712341982	undirected	CARD9	HLA-DMB
CARD9	HLA-DMA	0.0149079542257332	undirected	CARD9	HLA-DMA
CARD9	HLA-DPA1	0.0115369593501181	undirected	CARD9	HLA-DPA1
CARD9	KLF11	0.0124508549192528	undirected	CARD9	KLF11
CARD9	KYNU	0.0133478357402709	undirected	CARD9	KYNU
CARD9	SLC37A2	0.0194325507705065	undirected	CARD9	SLC37A2
CARD9	NRROS	0.031286694349846	undirected	CARD9	NRROS
CARD9	LY86	0.0427183081746671	undirected	CARD9	LY86
CARD9	MS4A14	0.0108431081490449	undirected	CARD9	MS4A14
CARD9	MTMR11	0.0244112123582821	undirected	CARD9	MTMR11
CARD9	NAGPA	0.0230253164449659	undirected	CARD9	NAGPA
CARD9	NAAA	0.0183001512838784	undirected	CARD9	NAAA
CARD9	NUP93	0.0110126229876884	undirected	CARD9	NUP93
CARD9	OAF	0.022766390703241	undirected	CARD9	OAF
CARD9	P2RX7	0.0221468257448091	undirected	CARD9	P2RX7
CARD9	P2RX4	0.0100227485055562	undirected	CARD9	P2RX4
CARD9	PEPD	0.0155957594809412	undirected	CARD9	PEPD
CARD9	PEA15	0.0204734512379004	undirected	CARD9	PEA15
CARD9	PLXNB2	0.062386878114235	undirected	CARD9	PLXNB2
CARD9	PLEKHO1	0.0164221783072155	undirected	CARD9	PLEKHO1
CARD9	RAB34	0.0143457503323554	undirected	CARD9	RAB34
CARD9	RGS12	0.0250254963840935	undirected	CARD9	RGS12
CARD9	RRAS	0.0167129815713387	undirected	CARD9	RRAS
CARD9	SELENON	0.0111257677943685	undirected	CARD9	SELENON
CARD9	SH3TC1	0.0126598667739311	undirected	CARD9	SH3TC1
CARD9	SLC2A6	0.0155196828314492	undirected	CARD9	SLC2A6
CARD9	SLC27A1	0.0149009935537814	undirected	CARD9	SLC27A1
CARD9	SLC46A2	0.0180993980315778	undirected	CARD9	SLC46A2
CARD9	SLC7A7	0.0199166859498686	undirected	CARD9	SLC7A7
CARD9	SNX30	0.0188725038742651	undirected	CARD9	SNX30
CARD9	TGFBI	0.0583625823971464	undirected	CARD9	TGFBI
CARD9	TNS3	0.0131441458312926	undirected	CARD9	TNS3
CARD9	TTYH3	0.0113888398117279	undirected	CARD9	TTYH3
CARD9	VCAN	0.0148513822394287	undirected	CARD9	VCAN
CARD9	ZNF385A	0.0191851507146137	undirected	CARD9	ZNF385A
CAMK1	CD33	0.0118910322612768	undirected	CAMK1	CD33
CAMK1	CD86	0.020923909006507	undirected	CAMK1	CD86
CAMK1	ADA2	0.0148236498464713	undirected	CAMK1	ADA2
CAMK1	CPVL	0.0114395352933676	undirected	CAMK1	CPVL
CAMK1	CST3	0.0167055725344539	undirected	CAMK1	CST3
CAMK1	CSF1R	0.0304950561547241	undirected	CAMK1	CSF1R
CAMK1	DPYSL2	0.0103363342536267	undirected	CAMK1	DPYSL2
CAMK1	GPBAR1	0.0225852327609237	undirected	CAMK1	GPBAR1
CAMK1	SLC37A2	0.0156080582351163	undirected	CAMK1	SLC37A2
CAMK1	NRROS	0.0194920480660059	undirected	CAMK1	NRROS
CAMK1	LY86	0.020563854692718	undirected	CAMK1	LY86
CAMK1	MAPKAPK3	0.0166502223615112	undirected	CAMK1	MAPKAPK3
CAMK1	MS4A7	0.0101520934641342	undirected	CAMK1	MS4A7
CAMK1	NAAA	0.0179309140115172	undirected	CAMK1	NAAA
CAMK1	P2RX7	0.0125786974269803	undirected	CAMK1	P2RX7
CAMK1	PLXNB2	0.0406076275244697	undirected	CAMK1	PLXNB2
CAMK1	RGS12	0.0125683248246266	undirected	CAMK1	RGS12
CAMK1	RRAS	0.0257913911594387	undirected	CAMK1	RRAS
CAMK1	TGFBI	0.0183721031518693	undirected	CAMK1	TGFBI
CAMK1	TTYH3	0.0173704080010369	undirected	CAMK1	TTYH3
CAMK1	UBXN11	0.0146493513116242	undirected	CAMK1	UBXN11
CAMK1	ZNF385A	0.0234137419259444	undirected	CAMK1	ZNF385A
CD36	CCR2	0.01325859111479	undirected	CD36	CCR2
CD36	CPVL	0.0133508052810999	undirected	CD36	CPVL
CD36	DPYSL2	0.0117279163475	undirected	CD36	DPYSL2
CD36	HNMT	0.0159140539406697	undirected	CD36	HNMT
CD36	KYNU	0.011038106895911	undirected	CD36	KYNU
CD33	CD86	0.0302302621754706	undirected	CD33	CD86
CD33	CD4	0.0107646228589356	undirected	CD33	CD4
CD33	CCR2	0.0151437055259306	undirected	CD33	CCR2
CD33	ADA2	0.0269812088551515	undirected	CD33	ADA2
CD33	AGAP3	0.0173094790662819	undirected	CD33	AGAP3
CD33	CPVL	0.0251451017991094	undirected	CD33	CPVL
CD33	CST3	0.0191120671805227	undirected	CD33	CST3
CD33	CRTAP	0.0255906363991431	undirected	CD33	CRTAP
CD33	CSF1R	0.0315195023042646	undirected	CD33	CSF1R
CD33	CYFIP1	0.0284710986583198	undirected	CD33	CYFIP1
CD33	DBNDD2	0.0157349712931136	undirected	CD33	DBNDD2
CD33	CTSH	0.0108770932495593	undirected	CD33	CTSH
CD33	DHRS4L2	0.0134676688943031	undirected	CD33	DHRS4L2
CD33	DOK2	0.0120629321638417	undirected	CD33	DOK2
CD33	DPYSL2	0.0259641415459362	undirected	CD33	DPYSL2
CD33	NIBAN2	0.033400954181347	undirected	CD33	NIBAN2
CD33	FUCA1	0.0193854921434734	undirected	CD33	FUCA1
CD33	GPBAR1	0.0199457412182266	undirected	CD33	GPBAR1
CD33	GPR162	0.0158530803575447	undirected	CD33	GPR162
CD33	KLF11	0.0105378930319045	undirected	CD33	KLF11
CD33	KYNU	0.0229512892598822	undirected	CD33	KYNU
CD33	SLC37A2	0.0141957368427171	undirected	CD33	SLC37A2
CD33	NRROS	0.0142727264198108	undirected	CD33	NRROS
CD33	LY86	0.0265005973498375	undirected	CD33	LY86
CD33	MS4A14	0.0103931475495308	undirected	CD33	MS4A14
CD33	MTMR11	0.0207057483199517	undirected	CD33	MTMR11
CD33	NAGA	0.0110501097499081	undirected	CD33	NAGA
CD33	NAGPA	0.0230956710921477	undirected	CD33	NAGPA
CD33	OAF	0.0224453438507326	undirected	CD33	OAF
CD33	P2RX4	0.0194933618446647	undirected	CD33	P2RX4
CD33	PEPD	0.0178872091562804	undirected	CD33	PEPD
CD33	PEA15	0.0189969367101858	undirected	CD33	PEA15
CD33	PLOD3	0.0101115141146241	undirected	CD33	PLOD3
CD33	PLXNB2	0.035826652042036	undirected	CD33	PLXNB2
CD33	PLEKHO1	0.0122430020562073	undirected	CD33	PLEKHO1
CD33	RAB34	0.0147978636338581	undirected	CD33	RAB34
CD33	RGS12	0.0126617930067613	undirected	CD33	RGS12
CD33	RRAS	0.0125150520217429	undirected	CD33	RRAS
CD33	SELENON	0.0135987991926677	undirected	CD33	SELENON
CD33	SH3TC1	0.0189357062837759	undirected	CD33	SH3TC1
CD33	SLC2A6	0.0143431387512498	undirected	CD33	SLC2A6
CD33	SLC27A1	0.0183390766679025	undirected	CD33	SLC27A1
CD33	SLC46A2	0.015847446482655	undirected	CD33	SLC46A2
CD33	SLC7A7	0.0168183960039542	undirected	CD33	SLC7A7
CD33	SNX30	0.0169761087315177	undirected	CD33	SNX30
CD33	TGFBI	0.0312495798586816	undirected	CD33	TGFBI
CD33	TMEM109	0.0113089676464828	undirected	CD33	TMEM109
CD33	TNS3	0.0195714578007063	undirected	CD33	TNS3
CD33	TTYH3	0.0122732812855394	undirected	CD33	TTYH3
CD33	VCAN	0.0132392733015452	undirected	CD33	VCAN
CD86	CD4	0.0226196731906864	undirected	CD86	CD4
CD86	CCR2	0.0247083800810905	undirected	CD86	CCR2
CD86	ADA2	0.0596940012302293	undirected	CD86	ADA2
CD86	AGAP3	0.017940010673852	undirected	CD86	AGAP3
CD86	CNDP2	0.0108186117925128	undirected	CD86	CNDP2
CD86	CPVL	0.0453800694563887	undirected	CD86	CPVL
